S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
5638,23/10/2020,Maharashtra,1625197,150510,1431856,42831
5639,24/10/2020,Maharashtra,1632544,144426,1445103,43015
5640,25/10/2020,Maharashtra,1638961,140702,1455107,43152
5641,26/10/2020,Maharashtra,1645020,141001,1460755,43264
5642,27/10/2020,Maharashtra,1648665,134657,1470660,43348
5643,28/10/2020,Maharashtra,1654028,132069,1478496,43463
5644,29/10/2020,Maharashtra,1660766,130286,1486926,43554
5645,30/10/2020,Maharashtra,1666668,128149,1494809,43710
5646,31/10/2020,Maharashtra,1672858,125971,1503050,43837
5647,01/11/2020,Maharashtra,1678406,124142,1510353,43911
5648,02/11/2020,Maharashtra,1683775,125672,1514079,44024
5649,03/11/2020,Maharashtra,1687784,119352,1524304,44128
5650,04/11/2020,Maharashtra,1692693,117168,1531277,44248
5651,05/11/2020,Maharashtra,1698198,113645,1540005,44548
5652,06/11/2020,Maharashtra,1703444,107358,1551282,44804
5653,07/11/2020,Maharashtra,1710314,103007,1562342,44965
5654,08/11/2020,Maharashtra,1714273,100068,1569090,45115
5655,09/11/2020,Maharashtra,1719858,97296,1577322,45240
5656,10/11/2020,Maharashtra,1723135,100488,1577322,45325
5657,11/11/2020,Maharashtra,1726926,93400,1588091,45435
5658,12/11/2020,Maharashtra,1731833,89018,1597255,45560
5659,13/11/2020,Maharashtra,1736329,85583,1605064,45682
5660,14/11/2020,Maharashtra,1740461,85045,1609607,45809
5661,15/11/2020,Maharashtra,1744698,86470,1612314,45914
5662,16/11/2020,Maharashtra,1747242,85889,1615379,45974
5663,17/11/2020,Maharashtra,1749777,85363,1618380,46034
5664,18/11/2020,Maharashtra,1752509,82904,1623503,46102
5665,19/11/2020,Maharashtra,1757520,81207,1630111,46202
5666,20/11/2020,Maharashtra,1763055,80728,1635971,46356
5667,21/11/2020,Maharashtra,1768695,79268,1642916,46511
5668,22/11/2020,Maharashtra,1774455,80878,1647004,46573
5669,23/11/2020,Maharashtra,1780208,82521,1651064,46623
5670,24/11/2020,Maharashtra,1784361,82915,1654793,46653
5671,25/11/2020,Maharashtra,1789800,84238,1658879,46683
5672,26/11/2020,Maharashtra,1795959,85488,1663723,46748
5673,27/11/2020,Maharashtra,1802365,87014,1668538,46813
5674,28/11/2020,Maharashtra,1808550,89025,1672627,46898
5675,29/11/2020,Maharashtra,1814515,90965,1676564,46986
5676,30/11/2020,Maharashtra,1820059,92062,1680926,47071
5677,01/12/2020,Maharashtra,1823896,91623,1685122,47151
5678,02/12/2020,Maharashtra,1828826,90168,1691412,47246
5679,03/12/2020,Maharashtra,1832176,89611,1695208,47357
5680,04/12/2020,Maharashtra,1837358,86612,1703274,47472
5681,05/12/2020,Maharashtra,1842587,84938,1710050,47599
5682,06/12/2020,Maharashtra,1847509,83931,1715884,47694
5683,07/12/2020,Maharashtra,1852266,81162,1723370,47734
5684,08/12/2020,Maharashtra,1855341,76852,1730715,47774
5685,09/12/2020,Maharashtra,1859367,74460,1737080,47827
5686,10/12/2020,Maharashtra,1864348,74315,1742131,47902
5687,25/03/2020,Manipur,1,1,0,0
5688,26/03/2020,Manipur,1,1,0,0
5689,27/03/2020,Manipur,1,1,0,0
5690,28/03/2020,Manipur,1,1,0,0
5691,29/03/2020,Manipur,1,1,0,0
5692,30/03/2020,Manipur,1,1,0,0
5693,31/03/2020,Manipur,1,1,0,0
5694,01/04/2020,Manipur,1,1,0,0
5695,02/04/2020,Manipur,1,1,0,0
5696,03/04/2020,Manipur,2,2,0,0
5697,04/04/2020,Manipur,2,2,0,0
5698,05/04/2020,Manipur,2,2,0,0
5699,06/04/2020,Manipur,2,2,0,0
5700,07/04/2020,Manipur,2,2,0,0
5701,08/04/2020,Manipur,2,2,0,0
5702,09/04/2020,Manipur,1,0,1,0
5703,10/04/2020,Manipur,2,1,1,0
5704,11/04/2020,Manipur,2,1,1,0
5705,12/04/2020,Manipur,2,1,1,0
5706,13/04/2020,Manipur,2,1,1,0
5707,14/04/2020,Manipur,2,1,1,0
5708,15/04/2020,Manipur,2,1,1,0
5709,16/04/2020,Manipur,2,1,1,0
5710,17/04/2020,Manipur,2,1,1,0
5711,18/04/2020,Manipur,2,1,1,0
5712,19/04/2020,Manipur,2,1,1,0
5713,20/04/2020,Manipur,2,1,1,0
5714,21/04/2020,Manipur,2,0,2,0
5715,22/04/2020,Manipur,2,0,2,0
5716,23/04/2020,Manipur,2,0,2,0
5717,24/04/2020,Manipur,2,0,2,0
5718,25/04/2020,Manipur,2,0,2,0
5719,26/04/2020,Manipur,2,0,2,0
5720,27/04/2020,Manipur,2,0,2,0
5721,28/04/2020,Manipur,2,0,2,0
5722,29/04/2020,Manipur,2,0,2,0
5723,30/04/2020,Manipur,2,0,2,0
5724,01/05/2020,Manipur,2,0,2,0
5725,02/05/2020,Manipur,2,0,2,0
5726,03/05/2020,Manipur,2,0,2,0
5727,04/05/2020,Manipur,2,0,2,0
5728,05/05/2020,Manipur,2,0,2,0
5729,06/05/2020,Manipur,2,0,2,0
5730,07/05/2020,Manipur,2,0,2,0
5731,08/05/2020,Manipur,2,0,2,0
5732,09/05/2020,Manipur,2,0,2,0
5733,10/05/2020,Manipur,2,0,2,0
5734,11/05/2020,Manipur,2,0,2,0
5735,12/05/2020,Manipur,2,0,2,0
5736,13/05/2020,Manipur,2,0,2,0
5737,14/05/2020,Manipur,2,0,2,0
5738,15/05/2020,Manipur,3,1,2,0
5739,16/05/2020,Manipur,3,1,2,0
5740,17/05/2020,Manipur,7,5,2,0
5741,18/05/2020,Manipur,7,5,2,0
5742,19/05/2020,Manipur,7,5,2,0
5743,20/05/2020,Manipur,9,7,2,0
5744,21/05/2020,Manipur,25,23,2,0
5745,22/05/2020,Manipur,25,23,2,0
5746,23/05/2020,Manipur,26,24,2,0
5747,24/05/2020,Manipur,29,25,4,0
5748,25/05/2020,Manipur,32,28,4,0
5749,26/05/2020,Manipur,39,35,4,0
5750,27/05/2020,Manipur,39,35,4,0
5751,28/05/2020,Manipur,44,40,4,0
5752,29/05/2020,Manipur,55,50,5,0
5753,30/05/2020,Manipur,59,51,8,0
5754,31/05/2020,Manipur,62,54,8,0
5755,01/06/2020,Manipur,71,60,11,0
5756,02/06/2020,Manipur,83,72,11,0
5757,03/06/2020,Manipur,89,75,14,0
5758,04/06/2020,Manipur,118,80,38,0
5759,05/06/2020,Manipur,124,86,38,0
5760,06/06/2020,Manipur,132,91,41,0
5761,07/06/2020,Manipur,157,105,52,0
5762,08/06/2020,Manipur,172,120,52,0
5763,09/06/2020,Manipur,272,214,58,0
5764,10/06/2020,Manipur,304,243,61,0
5765,11/06/2020,Manipur,311,248,63,0
5766,12/06/2020,Manipur,366,293,73,0
5767,13/06/2020,Manipur,385,308,77,0
5768,14/06/2020,Manipur,449,358,91,0
5769,15/06/2020,Manipur,458,367,91,0
5770,16/06/2020,Manipur,490,339,151,0
5771,17/06/2020,Manipur,500,341,159,0
5772,18/06/2020,Manipur,552,360,192,0
5773,19/06/2020,Manipur,606,407,199,0
5774,20/06/2020,Manipur,681,463,218,0
5775,21/06/2020,Manipur,777,545,232,0
5776,22/06/2020,Manipur,841,591,250,0
5777,23/06/2020,Manipur,898,648,250,0
5778,24/06/2020,Manipur,921,663,258,0
5779,25/06/2020,Manipur,970,642,328,0
5780,26/06/2020,Manipur,1056,702,354,0
5781,27/06/2020,Manipur,1075,682,393,0
5782,28/06/2020,Manipur,1092,660,432,0
5783,29/06/2020,Manipur,1185,730,455,0
5784,30/06/2020,Manipur,1227,733,494,0
5785,01/07/2020,Manipur,1234,681,553,0
5786,02/07/2020,Manipur,1260,681,579,0
5787,03/07/2020,Manipur,1279,662,617,0
5788,04/07/2020,Manipur,1316,677,639,0
5789,05/07/2020,Manipur,1325,658,667,0
5790,06/07/2020,Manipur,1366,678,688,0
5791,07/07/2020,Manipur,1390,656,734,0
5792,08/07/2020,Manipur,1430,659,771,0
5793,09/07/2020,Manipur,1435,642,793,0
5794,10/07/2020,Manipur,1450,651,799,0
5795,11/07/2020,Manipur,1582,750,832,0
5796,12/07/2020,Manipur,1593,750,843,0
5797,13/07/2020,Manipur,1609,713,896,0
5798,14/07/2020,Manipur,1626,656,970,0
5799,15/07/2020,Manipur,1672,702,970,0
5800,16/07/2020,Manipur,1700,711,989,0
5801,17/07/2020,Manipur,1764,635,1129,0
5802,18/07/2020,Manipur,1800,637,1163,0
5803,19/07/2020,Manipur,1891,709,1182,0
5804,20/07/2020,Manipur,1911,698,1213,0
5805,21/07/2020,Manipur,1925,618,1307,0
5806,22/07/2020,Manipur,2015,615,1400,0
5807,23/07/2020,Manipur,2060,632,1428,0
5808,24/07/2020,Manipur,2115,649,1466,0
5809,25/07/2020,Manipur,2146,655,1491,0
5810,26/07/2020,Manipur,2176,652,1524,0
5811,27/07/2020,Manipur,2235,681,1554,0
5812,28/07/2020,Manipur,2286,690,1596,0
5813,29/07/2020,Manipur,2317,705,1612,0
5814,30/07/2020,Manipur,2458,819,1639,0
5815,31/07/2020,Manipur,2505,829,1672,4
5816,01/08/2020,Manipur,2621,927,1689,5
5817,02/08/2020,Manipur,2756,1051,1699,6
5818,03/08/2020,Manipur,2831,1087,1737,7
5819,04/08/2020,Manipur,2920,1147,1766,7
5820,05/08/2020,Manipur,3018,1197,1814,7
5821,06/08/2020,Manipur,3093,1224,1862,7
5822,07/08/2020,Manipur,3217,1304,1905,8
5823,08/08/2020,Manipur,3466,1530,1926,10
5824,09/08/2020,Manipur,3635,1697,1927,11
5825,10/08/2020,Manipur,3753,1698,2044,11
5826,11/08/2020,Manipur,3853,1720,2122,11
5827,12/08/2020,Manipur,3941,1801,2128,12
5828,13/08/2020,Manipur,3982,1739,2231,12
5829,14/08/2020,Manipur,4112,1804,2295,13
5830,15/08/2020,Manipur,4198,1825,2360,13
5831,16/08/2020,Manipur,4390,1939,2438,13
5832,17/08/2020,Manipur,4569,1921,2632,16
5833,18/08/2020,Manipur,4687,1936,2734,17
5834,19/08/2020,Manipur,4765,1958,2789,18
5835,20/08/2020,Manipur,4876,1973,2885,18
5836,21/08/2020,Manipur,4925,1905,3002,18
5837,22/08/2020,Manipur,5049,1768,3261,20
5838,23/08/2020,Manipur,5132,1655,3455,22
5839,24/08/2020,Manipur,5246,1608,3616,22
5840,25/08/2020,Manipur,5362,1626,3714,22
5841,26/08/2020,Manipur,5444,1608,3812,24
5842,27/08/2020,Manipur,5585,1731,3829,25
5843,28/08/2020,Manipur,5725,1743,3957,25
5844,29/08/2020,Manipur,5843,1759,4057,27
5845,30/08/2020,Manipur,5960,1746,4186,28
5846,31/08/2020,Manipur,6112,1845,4239,28
5847,01/09/2020,Manipur,6252,1894,4330,28
5848,02/09/2020,Manipur,6382,1903,4450,29
5849,03/09/2020,Manipur,6507,1871,4607,29
5850,04/09/2020,Manipur,6609,1803,4774,32
5851,05/09/2020,Manipur,6699,1765,4899,35
5852,06/09/2020,Manipur,6883,1872,4975,36
5853,07/09/2020,Manipur,7022,1820,5164,38
5854,08/09/2020,Manipur,7106,1710,5358,38
5855,09/09/2020,Manipur,7202,1683,5480,39
5856,10/09/2020,Manipur,7362,1774,5548,40
5857,11/09/2020,Manipur,7470,1633,5793,44
5858,12/09/2020,Manipur,7579,1533,6002,44
5859,13/09/2020,Manipur,7731,1584,6102,45
5860,14/09/2020,Manipur,7875,1638,6191,46
5861,15/09/2020,Manipur,7971,1585,6340,46
5862,16/09/2020,Manipur,8210,1745,6418,47
5863,17/09/2020,Manipur,8320,1751,6521,48
5864,18/09/2020,Manipur,8430,1841,6538,51
5865,19/09/2020,Manipur,8607,1926,6629,52
5866,20/09/2020,Manipur,8724,1946,6723,55
5867,21/09/2020,Manipur,8894,2070,6767,57
5868,22/09/2020,Manipur,9010,2113,6838,59
5869,23/09/2020,Manipur,9280,2333,6887,60
5870,24/09/2020,Manipur,9376,2206,7108,62
5871,25/09/2020,Manipur,9537,2106,7369,62
5872,26/09/2020,Manipur,9791,2126,7602,63
5873,27/09/2020,Manipur,10051,2306,7681,64
5874,28/09/2020,Manipur,10299,2359,7876,64
5875,29/09/2020,Manipur,10477,2431,7982,64
5876,30/09/2020,Manipur,10746,2642,8039,65
5877,01/10/2020,Manipur,10983,2456,8460,67
5878,02/10/2020,Manipur,11111,2402,8641,68
5879,03/10/2020,Manipur,11397,2336,8992,69
5880,04/10/2020,Manipur,11649,2497,9081,71
5881,05/10/2020,Manipur,11855,2576,9205,74
5882,06/10/2020,Manipur,12105,2696,9334,75
5883,07/10/2020,Manipur,12240,2680,9482,78
5884,08/10/2020,Manipur,12489,2805,9604,80
5885,09/10/2020,Manipur,12679,2877,9719,83
5886,10/10/2020,Manipur,12810,2858,9866,86
5887,11/10/2020,Manipur,13092,2608,10396,88
5888,12/10/2020,Manipur,13326,2731,10504,91
5889,13/10/2020,Manipur,13556,2756,10707,93
5890,14/10/2020,Manipur,13793,2867,10829,97
5891,15/10/2020,Manipur,14094,3076,10915,103
5892,16/10/2020,Manipur,14378,3193,11081,104
5893,17/10/2020,Manipur,14715,3361,11245,109
5894,18/10/2020,Manipur,15141,3587,11443,111
5895,19/10/2020,Manipur,15463,3606,11741,116
5896,20/10/2020,Manipur,15778,3748,11913,117
5897,21/10/2020,Manipur,16062,3882,12059,121
5898,22/10/2020,Manipur,16267,3846,12297,124
5899,23/10/2020,Manipur,16621,4101,12393,127
5900,24/10/2020,Manipur,16777,4083,12562,132
5901,25/10/2020,Manipur,17022,4165,12719,138
5902,26/10/2020,Manipur,17162,4166,12857,139
5903,27/10/2020,Manipur,17424,4223,13057,144
5904,28/10/2020,Manipur,17604,4246,13208,150
5905,29/10/2020,Manipur,17809,4233,13420,156
5906,30/10/2020,Manipur,18051,4308,13583,160
5907,31/10/2020,Manipur,18272,4303,13805,164
5908,01/11/2020,Manipur,18502,3472,14862,168
5909,02/11/2020,Manipur,18750,3514,15065,171
5910,03/11/2020,Manipur,19091,3568,15343,180
5911,04/11/2020,Manipur,19241,3597,15460,184
5912,05/11/2020,Manipur,19503,3698,15618,187
5913,06/11/2020,Manipur,19725,3786,15750,189
5914,07/11/2020,Manipur,19891,3608,16092,191
5915,08/11/2020,Manipur,20131,3223,16714,194
5916,09/11/2020,Manipur,20376,3107,17072,197
5917,10/11/2020,Manipur,20558,3101,17259,198
5918,11/11/2020,Manipur,20777,3043,17534,200
5919,12/11/2020,Manipur,20950,3050,17698,202
5920,13/11/2020,Manipur,21211,3115,17889,207
5921,14/11/2020,Manipur,21425,3068,18144,213
5922,15/11/2020,Manipur,21636,3084,18334,218
5923,16/11/2020,Manipur,21871,3057,18593,221
5924,17/11/2020,Manipur,22049,2993,18832,224
5925,18/11/2020,Manipur,22208,2918,19065,225
5926,19/11/2020,Manipur,22318,2828,19259,231
5927,20/11/2020,Manipur,22548,2886,19431,231
5928,21/11/2020,Manipur,22748,2896,19620,232
5929,22/11/2020,Manipur,23018,2972,19813,233
5930,23/11/2020,Manipur,23400,3146,20018,236
5931,24/11/2020,Manipur,23650,3038,20374,238
5932,25/11/2020,Manipur,23940,3175,20525,240
5933,26/11/2020,Manipur,24133,3248,20640,245
5934,27/11/2020,Manipur,24292,3245,20798,249
5935,28/11/2020,Manipur,24514,3252,21006,256
5936,29/11/2020,Manipur,24749,3283,21203,263
5937,30/11/2020,Manipur,24910,3236,21401,273
5938,01/12/2020,Manipur,25045,3198,21566,281
5939,02/12/2020,Manipur,25243,3236,21718,289
5940,03/12/2020,Manipur,25390,3162,21937,291
5941,04/12/2020,Manipur,25536,3070,22172,294
5942,05/12/2020,Manipur,25691,2951,22445,295
5943,06/12/2020,Manipur,25857,2903,22655,299
5944,07/12/2020,Manipur,26073,2919,22848,306
5945,08/12/2020,Manipur,26225,2919,22997,309
5946,09/12/2020,Manipur,26396,2919,23166,311
5947,10/12/2020,Manipur,26534,2915,23301,318
5948,15/04/2020,Meghalaya,1,1,0,0
5949,16/04/2020,Meghalaya,7,6,0,1
5950,17/04/2020,Meghalaya,7,6,0,1
5951,18/04/2020,Meghalaya,9,8,0,1
5952,19/04/2020,Meghalaya,11,10,0,1
5953,20/04/2020,Meghalaya,11,10,0,1
5954,21/04/2020,Meghalaya,11,10,0,1
5955,22/04/2020,Meghalaya,12,11,0,1
5956,23/04/2020,Meghalaya,12,11,0,1
5957,24/04/2020,Meghalaya,12,11,0,1
5958,25/04/2020,Meghalaya,12,11,0,1
5959,26/04/2020,Meghalaya,12,11,0,1
5960,27/04/2020,Meghalaya,12,11,0,1
5961,28/04/2020,Meghalaya,12,11,0,1
5962,29/04/2020,Meghalaya,12,11,0,1
5963,30/04/2020,Meghalaya,12,11,0,1
5964,01/05/2020,Meghalaya,12,11,0,1
5965,02/05/2020,Meghalaya,12,11,0,1
5966,03/05/2020,Meghalaya,12,11,0,1
5967,04/05/2020,Meghalaya,12,11,0,1
5968,05/05/2020,Meghalaya,12,11,0,1
5969,06/05/2020,Meghalaya,12,1,10,1
5970,07/05/2020,Meghalaya,12,1,10,1
5971,08/05/2020,Meghalaya,12,1,10,1
5972,09/05/2020,Meghalaya,12,1,10,1
5973,10/05/2020,Meghalaya,13,2,10,1
5974,11/05/2020,Meghalaya,13,2,10,1
5975,12/05/2020,Meghalaya,13,2,10,1
5976,13/05/2020,Meghalaya,13,2,10,1
5977,14/05/2020,Meghalaya,13,2,10,1
5978,15/05/2020,Meghalaya,13,1,11,1
5979,16/05/2020,Meghalaya,13,1,11,1
5980,17/05/2020,Meghalaya,13,1,11,1
5981,18/05/2020,Meghalaya,13,1,11,1
5982,19/05/2020,Meghalaya,13,1,11,1
5983,20/05/2020,Meghalaya,13,0,12,1
5984,21/05/2020,Meghalaya,14,1,12,1
5985,22/05/2020,Meghalaya,14,1,12,1
5986,23/05/2020,Meghalaya,14,1,12,1
5987,24/05/2020,Meghalaya,14,1,12,1
5988,25/05/2020,Meghalaya,14,1,12,1
5989,26/05/2020,Meghalaya,14,1,12,1
5990,27/05/2020,Meghalaya,15,2,12,1
5991,28/05/2020,Meghalaya,20,7,12,1
5992,29/05/2020,Meghalaya,21,8,12,1
5993,30/05/2020,Meghalaya,27,14,12,1
5994,31/05/2020,Meghalaya,27,14,12,1
5995,01/06/2020,Meghalaya,27,14,12,1
5996,02/06/2020,Meghalaya,27,14,12,1
5997,03/06/2020,Meghalaya,27,14,12,1
5998,04/06/2020,Meghalaya,33,19,13,1
5999,05/06/2020,Meghalaya,33,19,13,1
6000,06/06/2020,Meghalaya,33,19,13,1
6001,07/06/2020,Meghalaya,33,19,13,1
6002,08/06/2020,Meghalaya,36,22,13,1
6003,09/06/2020,Meghalaya,36,22,13,1
6004,10/06/2020,Meghalaya,43,29,13,1
6005,11/06/2020,Meghalaya,44,30,13,1
6006,12/06/2020,Meghalaya,44,25,18,1
6007,13/06/2020,Meghalaya,44,21,22,1
6008,14/06/2020,Meghalaya,44,21,22,1
6009,15/06/2020,Meghalaya,44,18,25,1
6010,16/06/2020,Meghalaya,44,18,25,1
6011,17/06/2020,Meghalaya,44,18,25,1
6012,18/06/2020,Meghalaya,44,13,30,1
6013,19/06/2020,Meghalaya,44,13,30,1
6014,20/06/2020,Meghalaya,44,10,33,1
6015,21/06/2020,Meghalaya,44,10,33,1
6016,22/06/2020,Meghalaya,44,10,33,1
6017,23/06/2020,Meghalaya,44,6,37,1
6018,24/06/2020,Meghalaya,46,8,37,1
6019,25/06/2020,Meghalaya,46,3,42,1
6020,26/06/2020,Meghalaya,46,3,42,1
6021,27/06/2020,Meghalaya,47,4,42,1
6022,28/06/2020,Meghalaya,47,4,42,1
6023,29/06/2020,Meghalaya,47,4,42,1
6024,30/06/2020,Meghalaya,47,4,42,1
6025,01/07/2020,Meghalaya,52,9,42,1
6026,02/07/2020,Meghalaya,52,9,42,1
6027,03/07/2020,Meghalaya,56,13,42,1
6028,04/07/2020,Meghalaya,62,18,43,1
6029,05/07/2020,Meghalaya,62,18,43,1
6030,06/07/2020,Meghalaya,62,18,43,1
6031,07/07/2020,Meghalaya,80,36,43,1
6032,08/07/2020,Meghalaya,80,36,43,1
6033,09/07/2020,Meghalaya,80,36,43,1
6034,10/07/2020,Meghalaya,113,45,66,2
6035,11/07/2020,Meghalaya,207,139,66,2
6036,12/07/2020,Meghalaya,207,139,66,2
6037,13/07/2020,Meghalaya,306,238,66,2
6038,14/07/2020,Meghalaya,318,250,66,2
6039,15/07/2020,Meghalaya,318,250,66,2
6040,16/07/2020,Meghalaya,346,278,66,2
6041,17/07/2020,Meghalaya,377,309,66,2
6042,18/07/2020,Meghalaya,403,335,66,2
6043,19/07/2020,Meghalaya,418,350,66,2
6044,20/07/2020,Meghalaya,450,382,66,2
6045,21/07/2020,Meghalaya,466,396,66,4
6046,22/07/2020,Meghalaya,490,416,70,4
6047,23/07/2020,Meghalaya,514,433,77,4
6048,24/07/2020,Meghalaya,534,452,78,4
6049,25/07/2020,Meghalaya,588,496,87,5
6050,26/07/2020,Meghalaya,646,547,94,5
6051,27/07/2020,Meghalaya,702,562,135,5
6052,28/07/2020,Meghalaya,738,547,186,5
6053,29/07/2020,Meghalaya,779,580,194,5
6054,30/07/2020,Meghalaya,784,572,207,5
6055,31/07/2020,Meghalaya,803,588,210,5
6056,01/08/2020,Meghalaya,823,603,215,5
6057,02/08/2020,Meghalaya,856,599,252,5
6058,03/08/2020,Meghalaya,874,605,264,5
6059,04/08/2020,Meghalaya,902,633,264,5
6060,05/08/2020,Meghalaya,917,582,330,5
6061,06/08/2020,Meghalaya,929,594,330,5
6062,07/08/2020,Meghalaya,990,640,345,5
6063,08/08/2020,Meghalaya,1006,590,411,5
6064,09/08/2020,Meghalaya,1023,594,423,6
6065,10/08/2020,Meghalaya,1062,566,490,6
6066,11/08/2020,Meghalaya,1114,610,498,6
6067,12/08/2020,Meghalaya,1136,621,509,6
6068,13/08/2020,Meghalaya,1179,656,517,6
6069,14/08/2020,Meghalaya,1193,640,547,6
6070,15/08/2020,Meghalaya,1228,641,581,6
6071,16/08/2020,Meghalaya,1292,690,596,6
6072,17/08/2020,Meghalaya,1374,693,675,6
6073,18/08/2020,Meghalaya,1418,733,679,6
6074,19/08/2020,Meghalaya,1457,766,685,6
6075,20/08/2020,Meghalaya,1506,806,694,6
6076,21/08/2020,Meghalaya,1661,925,730,6
6077,22/08/2020,Meghalaya,1718,963,749,6
6078,23/08/2020,Meghalaya,1811,1035,769,7
6079,24/08/2020,Meghalaya,1917,1133,776,8
6080,25/08/2020,Meghalaya,1976,1179,789,8
6081,26/08/2020,Meghalaya,2018,1178,832,8
6082,27/08/2020,Meghalaya,2050,1168,874,8
6083,28/08/2020,Meghalaya,2129,1222,899,8
6084,29/08/2020,Meghalaya,2240,1272,958,10
6085,30/08/2020,Meghalaya,2283,1238,1035,10
6086,31/08/2020,Meghalaya,2343,1284,1049,10
6087,01/09/2020,Meghalaya,2368,1196,1162,10
6088,02/09/2020,Meghalaya,2440,1193,1235,12
6089,03/09/2020,Meghalaya,2517,1186,1318,13
6090,04/09/2020,Meghalaya,2626,1220,1393,13
6091,05/09/2020,Meghalaya,2734,1252,1468,14
6092,06/09/2020,Meghalaya,2916,1374,1527,15
6093,07/09/2020,Meghalaya,3005,1433,1556,16
6094,08/09/2020,Meghalaya,3034,1457,1560,17
6095,09/09/2020,Meghalaya,3076,1343,1716,17
6096,10/09/2020,Meghalaya,3197,1355,1823,19
6097,11/09/2020,Meghalaya,3296,1434,1842,20
6098,12/09/2020,Meghalaya,3447,1534,1889,24
6099,13/09/2020,Meghalaya,3615,1570,2020,25
6100,14/09/2020,Meghalaya,3724,1623,2075,26
6101,15/09/2020,Meghalaya,3864,1686,2151,27
6102,16/09/2020,Meghalaya,4036,1818,2190,28
6103,17/09/2020,Meghalaya,4195,1902,2264,29
6104,18/09/2020,Meghalaya,4356,1983,2342,31
6105,19/09/2020,Meghalaya,4445,1976,2437,32
6106,20/09/2020,Meghalaya,4557,2038,2483,36
6107,21/09/2020,Meghalaya,4660,2111,2513,36
6108,22/09/2020,Meghalaya,4733,2169,2527,37
6109,23/09/2020,Meghalaya,4791,2047,2706,38
6110,24/09/2020,Meghalaya,4961,2060,2859,42
6111,25/09/2020,Meghalaya,5078,1977,3058,43
6112,26/09/2020,Meghalaya,5158,1772,3343,43
6113,27/09/2020,Meghalaya,5212,1515,3654,43
6114,28/09/2020,Meghalaya,5302,1480,3779,43
6115,29/09/2020,Meghalaya,5362,1448,3868,46
6116,30/09/2020,Meghalaya,5463,1476,3940,47
6117,01/10/2020,Meghalaya,5639,1615,3975,49
6118,02/10/2020,Meghalaya,5802,1750,4001,51
6119,03/10/2020,Meghalaya,6033,1755,4226,52
6120,04/10/2020,Meghalaya,6456,2083,4319,54
6121,05/10/2020,Meghalaya,6656,2209,4393,54
6122,06/10/2020,Meghalaya,6767,2217,4491,59
6123,07/10/2020,Meghalaya,7037,2371,4606,60
